      Time   Sample #  Type  Sub Chan  Num	Aux
    1:39.156    25384     N    0    1    0
    1:39.801    25549     N    0    1    0
    1:40.441    25713     N    0    1    0
    1:41.094    25880     N    0    1    0
    1:41.723    26041     N    0    1    0
    1:42.324    26195     N    0    1    0
    1:42.945    26354     N    0    1    0
    1:43.570    26514     N    0    1    0
    1:44.191    26673     N    0    1    0
    1:44.797    26828     N    0    1    0
    1:45.418    26987     N    0    1    0
    1:46.039    27146     N    0    1    0
    1:46.684    27311     N    0    1    0
    1:47.320    27474     N    0    1    0
    1:47.949    27635     N    0    1    0
    1:48.645    27813     N    0    1    0
    1:49.324    27987     N    0    1    0
    1:50.055    28174     N    0    1    0
    1:50.777    28359     N    0    1    0
    1:51.488    28541     N    0    1    0
    1:52.164    28714     N    0    1    0
    1:52.840    28887     N    0    1    0
    1:53.516    29060     N    0    1    0
    1:54.168    29227     N    0    1    0
    1:54.809    29391     N    0    1    0
    1:55.453    29556     N    0    1    0
    1:56.094    29720     N    0    1    0
    1:56.730    29883     N    0    1    0
    1:57.371    30047     N    0    1    0
    1:58.047    30220     N    0    1    0
    1:58.699    30387     N    0    1    0
    1:59.395    30565     N    0    1    0
    2:00.066    30737     N    0    1    0
    2:00.727    30906     N    0    1    0
    2:01.367    31070     N    0    1    0
    2:02.031    31240     N    0    1    0
    2:02.672    31404     N    0    1    0
    2:03.305    31566     N    0    1    0
    2:03.930    31726     N    0    1    0
    2:04.543    31883     N    0    1    0
    2:05.137    32035     N    0    1    0
    2:05.758    32194     N    0    1    0
    2:06.352    32346     N    0    1    0
    2:06.965    32503     N    0    1    0
    2:07.574    32659     N    0    1    0
    2:08.191    32817     N    0    1    0
    2:08.816    32977     N    0    1    0
    2:09.461    33142     N    0    1    0
    2:10.082    33301     N    0    1    0
    2:10.688    33456     N    0    1    0
    2:11.328    33620     N    0    1    0
    2:11.949    33779     N    0    1    0
    2:12.570    33938     N    0    1    0
    2:13.195    34098     N    0    1    0
    2:13.797    34252     N    0    1    0
    2:14.438    34416     N    0    1    0
    2:15.059    34575     N    0    1    0
    2:15.691    34737     N    0    1    0
    2:16.320    34898     N    0    1    0
    2:16.953    35060     N    0    1    0
    2:17.586    35222     N    0    1    0
    2:18.234    35388     N    0    1    0
    2:18.883    35554     N    0    1    0
    2:19.520    35717     N    0    1    0
    2:20.156    35880     N    0    1    0
    2:20.816    36049     N    0    1    0
    2:21.441    36209     N    0    1    0
    2:22.098    36377     N    0    1    0
    2:22.734    36540     N    0    1    0
    2:23.367    36702     N    0    1    0
    2:24.000    36864     N    0    1    0
    2:24.637    37027     N    0    1    0
    2:25.281    37192     N    0    1    0
    2:25.926    37357     N    0    1    0
    2:26.551    37517     N    0    1    0
    2:27.199    37683     N    0    1    0
    2:27.840    37847     N    0    1    0
    2:28.457    38005     N    0    1    0
    2:29.102    38170     N    0    1    0
    2:29.730    38331     N    0    1    0
    2:30.367    38494     N    0    1    0
    2:30.996    38655     N    0    1    0
    2:31.645    38821     N    0    1    0
    2:32.305    38990     N    0    1    0
    2:32.945    39154     N    0    1    0
    2:33.609    39324     N    0    1    0
    2:34.234    39484     N    0    1    0
    2:34.883    39650     N    0    1    0
    2:35.496    39807     N    0    1    0
    2:36.117    39966     N    0    1    0
    2:36.727    40122     N    0    1    0
    2:37.336    40278     N    0    1    0
    2:37.938    40432     N    0    1    0
    2:38.574    40595     N    0    1    0
    2:39.172    40748     N    0    1    0
    2:39.797    40908     N    0    1    0
    2:40.453    41076     N    0    1    0
    2:41.148    41254     N    0    1    0
    2:41.805    41422     N    0    1    0
    2:42.488    41597     N    0    1    0
    2:43.203    41780     N    0    1    0
    2:43.887    41955     N    0    1    0
    2:44.543    42123     N    0    1    0
    2:45.219    42296     N    0    1    0
    2:45.840    42455     N    0    1    0
    2:46.484    42620     N    0    1    0
    2:47.082    42773     N    0    1    0
    2:47.703    42932     N    0    1    0
    2:48.281    43080     N    0    1    0
    2:48.898    43238     N    0    1    0
    2:49.473    43385     N    0    1    0
    2:50.090    43543     N    0    1    0
    2:50.668    43691     N    0    1    0
    2:51.281    43848     N    0    1    0
    2:51.918    44011     N    0    1    0
    2:52.637    44195     N    0    1    0
    2:53.375    44384     N    0    1    0
    2:54.152    44583     N    0    1    0
    2:54.891    44772     N    0    1    0
    2:55.574    44947     N    0    1    0
    2:56.273    45126     N    0    1    0
    2:56.922    45292     N    0    1    0
    2:57.566    45457     N    0    1    0
    2:58.227    45626     N    0    1    0
    2:58.852    45786     N    0    1    0
    2:59.477    45946     N    0    1    0
    3:00.098    46105     N    0    1    0
    3:00.691    46257     N    0    1    0
    3:01.305    46414     N    0    1    0
    3:01.918    46571     N    0    1    0
    3:02.559    46735     N    0    1    0
    3:03.176    46893     N    0    1    0
    3:03.801    47053     N    0    1    0
    3:04.410    47209     N    0    1    0
    3:05.055    47374     N    0    1    0
    3:05.676    47533     N    0    1    0
    3:06.289    47690     N    0    1    0
    3:06.910    47849     N    0    1    0
    3:07.504    48001     N    0    1    0
    3:08.129    48161     N    0    1    0
    3:08.738    48317     N    0    1    0
    3:09.355    48475     N    0    1    0
    3:09.977    48634     N    0    1    0
    3:10.590    48791     N    0    1    0
    3:11.219    48952     N    0    1    0
    3:11.871    49119     N    0    1    0
    3:12.512    49283     N    0    1    0
    3:13.141    49444     N    0    1    0
    3:13.809    49615     N    0    1    0
    3:14.449    49779     N    0    1    0
    3:15.074    49939     N    0    1    0
    3:15.727    50106     N    0    1    0
    3:16.348    50265     N    0    1    0
    3:16.961    50422     N    0    1    0
    3:17.551    50573     N    0    1    0
    3:18.172    50732     N    0    1    0
    3:18.762    50883     N    0    1    0
    3:19.355    51035     N    0    1    0
    3:19.957    51189     N    0    1    0
    3:20.543    51339     N    0    1    0
    3:21.125    51488     N    0    1    0
    3:21.734    51644     N    0    1    0
    3:22.383    51810     N    0    1    0
    3:23.055    51982     N    0    1    0
    3:23.711    52150     N    0    1    0
    3:24.398    52326     N    0    1    0
    3:25.066    52497     N    0    1    0
    3:25.746    52671     N    0    1    0
    3:26.402    52839     N    0    1    0
    3:27.035    53001     N    0    1    0
    3:27.645    53157     N    0    1    0
    3:28.230    53307     N    0    1    0
    3:28.824    53459     N    0    1    0
    3:29.418    53611     N    0    1    0
    3:30.000    53760     N    0    1    0
    3:30.574    53907     N    0    1    0
    3:31.152    54055     N    0    1    0
    3:31.727    54202     N    0    1    0
    3:32.316    54353     N    0    1    0
    3:32.906    54504     N    0    1    0
    3:33.578    54676     N    0    1    0
    3:34.227    54842     N    0    1    0
    3:34.887    55011     N    0    1    0
    3:35.570    55186     N    0    1    0
    3:36.234    55356     N    0    1    0
    3:36.914    55530     N    0    1    0
    3:37.598    55705     N    0    1    0
    3:38.246    55871     N    0    1    0
    3:38.859    56028     N    0    1    0
    3:39.500    56192     N    0    1    0
    3:40.109    56348     N    0    1    0
    3:40.719    56504     N    0    1    0
    3:41.324    56659     N    0    1    0
    3:41.926    56813     N    0    1    0
    3:42.551    56973     N    0    1    0
    3:43.207    57141     N    0    1    0
    3:43.840    57303     N    0    1    0
    3:44.492    57470     N    0    1    0
    3:45.145    57637     N    0    1    0
    3:45.805    57806     N    0    1    0
    3:46.406    57960     N    0    1    0
    3:47.043    58123     N    0    1    0
    3:47.641    58276     N    0    1    0
    3:48.230    58427     N    0    1    0
    3:48.816    58577     N    0    1    0
    3:49.379    58721     N    0    1    0
    3:49.957    58869     N    0    1    0
    3:50.555    59022     N    0    1    0
    3:51.133    59170     N    0    1    0
    3:51.695    59314     N    0    1    0
    3:52.281    59464     N    0    1    0
    3:52.867    59614     N    0    1    0
    3:53.453    59764     N    0    1    0
    3:54.070    59922     N    0    1    0
    3:54.645    60069     N    0    1    0
    3:55.246    60223     N    0    1    0
    3:55.813    60368     N    0    1    0
    3:56.395    60517     N    0    1    0
    3:56.984    60668     N    0    1    0
    3:57.543    60811     N    0    1    0
    3:58.133    60962     N    0    1    0
    3:58.695    61106     N    0    1    0
    3:59.262    61251     N    0    1    0
    3:59.855    61403     N    0    1    0
    4:00.438    61552     N    0    1    0
    4:01.027    61703     N    0    1    0
    4:01.602    61850     N    0    1    0
    4:02.230    62011     N    0    1    0
    4:02.844    62168     N    0    1    0
    4:03.453    62324     N    0    1    0
    4:04.063    62480     N    0    1    0
    4:04.676    62637     N    0    1    0
    4:05.262    62787     N    0    1    0
    4:05.855    62939     N    0    1    0
    4:06.461    63094     N    0    1    0
    4:07.055    63246     N    0    1    0
    4:07.617    63390     N    0    1    0
    4:08.215    63543     N    0    1    0
    4:08.785    63689     N    0    1    0
    4:09.340    63831     N    0    1    0
    4:09.934    63983     N    0    1    0
    4:10.500    64128     N    0    1    0
    4:11.082    64277     N    0    1    0
    4:11.648    64422     N    0    1    0
    4:12.234    64572     N    0    1    0
    4:12.844    64728     N    0    1    0
    4:13.414    64874     N    0    1    0
    4:14.027    65031     N    0    1    0
    4:14.609    65180     N    0    1    0
    4:15.172    65324     N    0    1    0
    4:15.766    65476     N    0    1    0
    4:16.324    65619     N    0    1    0
    4:16.918    65771     N    0    1    0
    4:17.465    65911     N    0    1    0
    4:18.031    66056     N    0    1    0
    4:18.625    66208     N    0    1    0
    4:19.195    66354     N    0    1    0
    4:19.766    66500     N    0    1    0
    4:20.344    66648     N    0    1    0
    4:20.922    66796     N    0    1    0
    4:21.504    66945     N    0    1    0
    4:22.086    67094     N    0    1    0
    4:22.645    67237     N    0    1    0
    4:23.219    67384     N    0    1    0
    4:23.805    67534     N    0    1    0
    4:24.359    67676     N    0    1    0
    4:24.918    67819     N    0    1    0
    4:25.488    67965     N    0    1    0
    4:26.055    68110     N    0    1    0
    4:26.648    68262     N    0    1    0
    4:27.184    68399     N    0    1    0
    4:27.738    68541     N    0    1    0
    4:28.320    68690     N    0    1    0
    4:28.875    68832     N    0    1    0
    4:29.422    68972     N    0    1    0
    4:29.980    69115     N    0    1    0
    4:30.559    69263     N    0    1    0
    4:31.121    69407     N    0    1    0
    4:31.695    69554     N    0    1    0
    4:32.289    69706     N    0    1    0
    4:32.852    69850     N    0    1    0
    4:33.406    69992     N    0    1    0
    4:33.973    70137     N    0    1    0
    4:34.551    70285     N    0    1    0
    4:35.090    70423     N    0    1    0
    4:35.645    70565     N    0    1    0
    4:36.219    70712     N    0    1    0
    4:36.773    70854     N    0    1    0
    4:37.309    70991     N    0    1    0
    4:37.875    71136     N    0    1    0
    4:38.430    71278     N    0    1    0
    4:38.984    71420     N    0    1    0
    4:39.516    71556     N    0    1    0
    4:40.066    71697     N    0    1    0
    4:40.648    71846     N    0    1    0
    4:41.219    71992     N    0    1    0
    4:41.770    72133     N    0    1    0
    4:42.336    72278     N    0    1    0
    4:42.906    72424     N    0    1    0
    4:43.473    72569     N    0    1    0
    4:44.035    72713     N    0    1    0
    4:44.609    72860     N    0    1    0
    4:45.168    73003     N    0    1    0
    4:45.719    73144     N    0    1    0
    4:46.293    73291     N    0    1    0
    4:46.848    73433     N    0    1    0
    4:47.391    73572     N    0    1    0
    4:47.957    73717     N    0    1    0
    4:48.508    73858     N    0    1    0
    4:49.055    73998     N    0    1    0
    4:49.605    74139     N    0    1    0
    4:50.152    74279     N    0    1    0
    4:50.727    74426     N    0    1    0
    4:51.266    74564     N    0    1    0
    4:51.836    74710     N    0    1    0
    4:52.367    74846     N    0    1    0
    4:52.926    74989     N    0    1    0
    4:53.477    75130     N    0    1    0
    4:54.047    75276     N    0    1    0
    4:54.605    75419     N    0    1    0
    4:55.156    75560     N    0    1    0
    4:55.695    75698     N    0    1    0
    4:56.242    75838     N    0    1    0
    4:56.801    75981     N    0    1    0
    4:57.375    76128     N    0    1    0
    4:57.934    76271     N    0    1    0
    4:58.480    76411     N    0    1    0
    4:59.063    76560     N    0    1    0
    4:59.664    76714     N    0    1    0
    5:00.289    76874     N    0    1    0
    5:00.910    77033     N    0    1    0
    5:01.512    77187     N    0    1    0
    5:02.109    77340     N    0    1    0
    5:02.707    77493     N    0    1    0
    5:03.258    77634     N    0    1    0
    5:03.844    77784     N    0    1    0
    5:04.422    77932     N    0    1    0
    5:04.996    78079     N    0    1    0
    5:05.570    78226     N    0    1    0
    5:06.145    78373     N    0    1    0
    5:06.758    78530     N    0    1    0
    5:07.363    78685     N    0    1    0
    5:07.957    78837     N    0    1    0
    5:08.566    78993     N    0    1    0
    5:09.168    79147     N    0    1    0
    5:09.777    79303     N    0    1    0
    5:10.363    79453     N    0    1    0
    5:10.945    79602     N    0    1    0
    5:11.516    79748     N    0    1    0
    5:12.086    79894     N    0    1    0
    5:12.664    80042     N    0    1    0
    5:13.227    80186     N    0    1    0
    5:13.777    80327     N    0    1    0
    5:14.355    80475     N    0    1    0
    5:14.918    80619     N    0    1    0
    5:15.469    80760     N    0    1    0
    5:16.027    80903     N    0    1    0
    5:16.590    81047     N    0    1    0
    5:17.172    81196     N    0    1    0
    5:17.723    81337     N    0    1    0
    5:18.281    81480     N    0    1    0
    5:18.844    81624     N    0    1    0
    5:19.383    81762     N    0    1    0
    5:19.949    81907     N    0    1    0
    5:20.484    82044     N    0    1    0
    5:21.047    82188     N    0    1    0
    5:21.578    82324     N    0    1    0
    5:22.141    82468     N    0    1    0
    5:22.660    82601     N    0    1    0
    5:23.203    82740     N    0    1    0
    5:23.762    82883     N    0    1    0
    5:24.285    83017     N    0    1    0
    5:24.848    83161     N    0    1    0
    5:25.367    83294     N    0    1    0
    5:25.914    83434     N    0    1    0
    5:26.477    83578     N    0    1    0
    5:27.004    83713     N    0    1    0
    5:27.555    83854     N    0    1    0
    5:28.098    83993     N    0    1    0
    5:28.660    84137     N    0    1    0
    5:29.211    84278     N    0    1    0
    5:29.750    84416     N    0    1    0
    5:30.297    84556     N    0    1    0
    5:30.844    84696     N    0    1    0
    5:31.359    84828     N    0    1    0
    5:31.895    84965     N    0    1    0
    5:32.445    85106     N    0    1    0
    5:32.961    85238     N    0    1    0
    5:33.500    85376     N    0    1    0
    5:34.039    85514     N    0    1    0
    5:34.586    85654     N    0    1    0
    5:35.117    85790     N    0    1    0
    5:35.652    85927     N    0    1    0
    5:36.168    86059     N    0    1    0
    5:36.703    86196     N    0    1    0
    5:37.262    86339     N    0    1    0
    5:37.809    86479     N    0    1    0
    5:38.363    86621     N    0    1    0
    5:38.918    86763     N    0    1    0
    5:39.441    86897     N    0    1    0
    5:40.012    87043     N    0    1    0
    5:40.543    87179     N    0    1    0
    5:41.102    87322     N    0    1    0
    5:41.621    87455     N    0    1    0
    5:42.168    87595     N    0    1    0
    5:42.699    87731     N    0    1    0
    5:43.242    87870     N    0    1    0
    5:43.781    88008     N    0    1    0
    5:44.328    88148     N    0    1    0
    5:44.887    88291     N    0    1    0
    5:45.441    88433     N    0    1    0
    5:45.977    88570     N    0    1    0
    5:46.547    88716     N    0    1    0
    5:47.105    88859     N    0    1    0
    5:47.660    89001     N    0    1    0
    5:48.219    89144     N    0    1    0
    5:48.762    89283     N    0    1    0
    5:49.324    89427     N    0    1    0
    5:49.891    89572     N    0    1    0
    5:50.445    89714     N    0    1    0
    5:50.996    89855     N    0    1    0
    5:51.551    89997     N    0    1    0
    5:52.074    90131     N    0    1    0
    5:52.609    90268     N    0    1    0
    5:53.152    90407     N    0    1    0
    5:53.711    90550     N    0    1    0
    5:54.246    90687     N    0    1    0
    5:54.766    90820     N    0    1    0
    5:55.297    90956     N    0    1    0
    5:55.832    91093     N    0    1    0
    5:56.387    91235     N    0    1    0
    5:56.910    91369     N    0    1    0
    5:57.438    91504     N    0    1    0
    5:57.973    91641     N    0    1    0
    5:58.484    91772     N    0    1    0
    5:59.020    91909     N    0    1    0
    5:59.563    92048     N    0    1    0
    6:00.121    92191     N    0    1    0
    6:00.680    92334     N    0    1    0
    6:01.238    92477     N    0    1    0
    6:01.797    92620     N    0    1    0
    6:02.359    92764     N    0    1    0
    6:02.926    92909     N    0    1    0
    6:03.457    93045     N    0    1    0
    6:03.996    93183     N    0    1    0
    6:04.559    93327     N    0    1    0
    6:05.090    93463     N    0    1    0
    6:05.613    93597     N    0    1    0
    6:06.172    93740     N    0    1    0
    6:06.711    93878     N    0    1    0
    6:07.223    94009     N    0    1    0
    6:07.762    94147     N    0    1    0
    6:08.301    94285     N    0    1    0
    6:08.855    94427     N    0    1    0
    6:09.379    94561     N    0    1    0
    6:09.934    94703     N    0    1    0
    6:10.492    94846     N    0    1    0
    6:11.039    94986     N    0    1    0
    6:11.574    95123     N    0    1    0
    6:12.141    95268     N    0    1    0
    6:12.676    95405     N    0    1    0
    6:13.242    95550     N    0    1    0
    6:13.785    95689     N    0    1    0
    6:14.316    95825     N    0    1    0
    6:14.875    95968     N    0    1    0
    6:15.406    96104     N    0    1    0
    6:15.945    96242     N    0    1    0
    6:16.480    96379     N    0    1    0
    6:17.051    96525     N    0    1    0
    6:17.586    96662     N    0    1    0
    6:18.121    96799     N    0    1    0
    6:18.652    96935     N    0    1    0
    6:19.203    97076     N    0    1    0
    6:19.758    97218     N    0    1    0
    6:20.289    97354     N    0    1    0
    6:20.820    97490     N    0    1    0
    6:21.367    97630     N    0    1    0
    6:21.930    97774     N    0    1    0
    6:22.465    97911     N    0    1    0
    6:22.988    98045     N    0    1    0
    6:23.527    98183     N    0    1    0
    6:24.082    98325     N    0    1    0
    6:24.594    98456     N    0    1    0
    6:25.129    98593     N    0    1    0
    6:25.672    98732     N    0    1    0
    6:26.203    98868     N    0    1    0
    6:26.715    98999     N    0    1    0
    6:27.273    99142     N    0    1    0
    6:27.801    99277     N    0    1    0
    6:28.313    99408     N    0    1    0
    6:28.859    99548     N    0    1    0
    6:29.398    99686     N    0    1    0
    6:29.922    99820     N    0    1    0
    6:30.473    99961     N    0    1    0
    6:31.008   100098     N    0    1    0
    6:31.520   100229     N    0    1    0
    6:32.063   100368     N    0    1    0
    6:32.574   100499     N    0    1    0
    6:33.129   100641     N    0    1    0
    6:33.656   100776     N    0    1    0
    6:34.184   100911     N    0    1    0
    6:34.707   101045     N    0    1    0
    6:35.250   101184     N    0    1    0
    6:35.793   101323     N    0    1    0
    6:36.316   101457     N    0    1    0
    6:36.879   101601     N    0    1    0
    6:37.410   101737     N    0    1    0
    6:37.953   101876     N    0    1    0
    6:38.504   102017     N    0    1    0
    6:39.039   102154     N    0    1    0
    6:39.555   102286     N    0    1    0
    6:40.102   102426     N    0    1    0
    6:40.625   102560     N    0    1    0
    6:41.148   102694     N    0    1    0
    6:41.672   102828     N    0    1    0
    6:42.203   102964     N    0    1    0
    6:42.715   103095     N    0    1    0
    6:43.273   103238     N    0    1    0
    6:43.793   103371     N    0    1    0
    6:44.316   103505     N    0    1    0
    6:44.840   103639     N    0    1    0
    6:45.355   103771     N    0    1    0
    6:45.898   103910     N    0    1    0
    6:46.441   104049     N    0    1    0
    6:46.992   104190     N    0    1    0
    6:47.582   104341     N    0    1    0
    6:48.195   104498     N    0    1    0
    6:48.816   104657     N    0    1    0
    6:49.422   104812     N    0    1    0
    6:49.977   104954     N    0    1    0
    6:50.559   105103     N    0    1    0
    6:51.113   105245     N    0    1    0
    6:51.668   105387     N    0    1    0
    6:52.211   105526     N    0    1    0
    6:52.750   105664     N    0    1    0
    6:53.281   105800     N    0    1    0
    6:53.793   105931     N    0    1    0
    6:54.332   106069     N    0    1    0
    6:54.852   106202     N    0    1    0
    6:55.367   106334     N    0    1    0
    6:55.902   106471     N    0    1    0
    6:56.426   106605     N    0    1    0
    6:56.930   106734     N    0    1    0
    6:57.453   106868     N    0    1    0
    6:57.988   107005     N    0    1    0
    6:58.500   107136     N    0    1    0
    6:59.031   107272     N    0    1    0
    6:59.559   107407     N    0    1    0
    7:00.082   107541     N    0    1    0
    7:00.602   107674     N    0    1    0
    7:01.133   107810     N    0    1    0
    7:01.660   107945     N    0    1    0
    7:02.184   108079     N    0    1    0
    7:02.691   108209     N    0    1    0
    7:03.219   108344     N    0    1    0
    7:03.734   108476     N    0    1    0
    7:04.242   108606     N    0    1    0
    7:04.770   108741     N    0    1    0
    7:05.285   108873     N    0    1    0
    7:05.797   109004     N    0    1    0
    7:06.309   109135     N    0    1    0
    7:06.824   109267     N    0    1    0
    7:07.332   109397     N    0    1    0
    7:07.844   109528     N    0    1    0
    7:08.371   109663     N    0    1    0
    7:08.891   109796     N    0    1    0
    7:09.402   109927     N    0    1    0
    7:09.922   110060     N    0    1    0
    7:10.441   110193     N    0    1    0
    7:10.973   110329     N    0    1    0
    7:11.484   110460     N    0    1    0
    7:12.016   110596     N    0    1    0
    7:12.520   110725     N    0    1    0
    7:13.047   110860     N    0    1    0
    7:13.559   110991     N    0    1    0
    7:14.063   111120     N    0    1    0
    7:14.582   111253     N    0    1    0
    7:15.098   111385     N    0    1    0
    7:15.605   111515     N    0    1    0
    7:16.117   111646     N    0    1    0
    7:16.625   111776     N    0    1    0
    7:17.121   111903     N    0    1    0
    7:17.641   112036     N    0    1    0
    7:18.148   112166     N    0    1    0
    7:18.656   112296     N    0    1    0
    7:19.168   112427     N    0    1    0
    7:19.668   112555     N    0    1    0
    7:20.188   112688     N    0    1    0
    7:20.699   112819     N    0    1    0
    7:21.195   112946     N    0    1    0
    7:21.715   113079     N    0    1    0
    7:22.227   113210     N    0    1    0
    7:22.727   113338     N    0    1    0
    7:23.246   113471     N    0    1    0
    7:23.750   113600     N    0    1    0
    7:24.258   113730     N    0    1    0
    7:24.766   113860     N    0    1    0
    7:25.273   113990     N    0    1    0
    7:25.793   114123     N    0    1    0
    7:26.293   114251     N    0    1    0
    7:26.801   114381     N    0    1    0
    7:27.316   114513     N    0    1    0
    7:27.816   114641     N    0    1    0
    7:28.336   114774     N    0    1    0
    7:28.840   114903     N    0    1    0
    7:29.348   115033     N    0    1    0
    7:29.852   115162     N    0    1    0
    7:30.359   115292     N    0    1    0
    7:30.859   115420     N    0    1    0
    7:31.359   115548     N    0    1    0
    7:31.852   115674     N    0    1    0
    7:32.352   115802     N    0    1    0
    7:32.863   115933     N    0    1    0
    7:33.363   116061     N    0    1    0
    7:33.855   116187     N    0    1    0
    7:34.344   116312     N    0    1    0
    7:34.836   116438     N    0    1    0
    7:35.344   116568     N    0    1    0
    7:35.832   116693     N    0    1    0
    7:36.324   116819     N    0    1    0
    7:36.805   116942     N    0    1    0
    7:37.313   117072     N    0    1    0
    7:37.805   117198     N    0    1    0
    7:38.297   117324     N    0    1    0
    7:38.789   117450     N    0    1    0
    7:39.289   117578     N    0    1    0
    7:39.789   117706     N    0    1    0
